,stop_name,line_num,stop_id,route_id,stop_lat,stop_lon,node_id
864,Times Sq - 42 St,10,R16,W,40.754672,-73.986754,R16_W
865,Tompkinsville,1,S30,SI,40.636949,-74.074835,S30_SI
866,Tottenville,1,S09,SI,40.512764,-74.251961,S09_SI
867,Tremont Av,2,D07,B,40.85041,-73.905227,D07_B
868,Tremont Av,2,D07,D,40.85041,-73.905227,D07_D
869,Union Sq - 14 St,1,L03,L,40.734789,-73.99073,L03_L
870,Union St,3,R32,D,40.677316,-73.98311,R32_D
871,Union St,3,R32,N,40.677316,-73.98311,R32_N
872,Union St,3,R32,R,40.677316,-73.98311,R32_R
873,Utica Av,2,A48,A,40.679364,-73.930729,A48_A
874,Utica Av,2,A48,C,40.679364,-73.930729,A48_C
875,Van Cortlandt Park - 242 St,1,101,1,40.889248,-73.898583,101_1
876,Van Siclen Av,7,256,2,40.665449,-73.889395,256_2
877,Van Siclen Av,7,256,3,40.665449,-73.889395,256_3
878,Van Siclen Av,7,256,4,40.665449,-73.889395,256_4
879,Van Siclen Av,7,256,5,40.665449,-73.889395,256_5
880,Van Siclen Av,7,A53,A,40.67271,-73.890358,A53_A
881,Van Siclen Av,7,A53,C,40.67271,-73.890358,A53_C
882,Van Siclen Av,7,J23,J,40.678024,-73.891688,J23_J
883,Vernon Blvd - Jackson Av,1,721,7,40.742626,-73.953581,721_7
884,W 4 St,7,A32,A,40.732338,-74.000495,A32_A
885,W 4 St,7,D20,B,40.732338,-74.000495,D20_B
886,W 4 St,7,A32,C,40.732338,-74.000495,A32_C
887,W 4 St,7,D20,D,40.732338,-74.000495,D20_D
888,W 4 St,7,A32,E,40.732338,-74.000495,A32_E
889,W 4 St,7,D20,F,40.732338,-74.000495,D20_F
890,W 4 St,7,D20,M,40.732338,-74.000495,D20_M
891,W 8 St - NY Aquarium,2,D42,F,40.576127,-73.975939,D42_F
892,W 8 St - NY Aquarium,2,D42,Q,40.576127,-73.975939,D42_Q
893,Wakefield - 241 St,2,201,2,40.903125,-73.85062,201_2
894,Wakefield - 241 St,2,201,5,40.903125,-73.85062,201_5
895,Wall St,5,230,2,40.706821,-74.0091,230_2
896,Wall St,5,419,2,40.707557,-74.011862,419_2
897,Wall St,5,230,3,40.706821,-74.0091,230_3
898,Wall St,5,419,4,40.707557,-74.011862,419_4
899,Wall St,5,419,5,40.707557,-74.011862,419_5
900,West Farms Sq - E Tremont Av,2,214,2,40.840295,-73.880049,214_2
901,West Farms Sq - E Tremont Av,2,214,5,40.840295,-73.880049,214_5
902,Westchester Sq - E Tremont Av,1,604,6,40.839892,-73.842952,604_6
903,Whitehall St,3,R27,N,40.703087,-74.012994,R27_N
904,Whitehall St,3,R27,R,40.703087,-74.012994,R27_R
905,Whitehall St,3,R27,W,40.703087,-74.012994,R27_W
906,Whitlock Av,1,612,6,40.826525,-73.886283,612_6
907,Wilson Av,1,L20,L,40.688764,-73.904046,L20_L
908,Winthrop St,2,243,2,40.656652,-73.9502,243_2
909,Winthrop St,2,243,5,40.656652,-73.9502,243_5
910,Woodhaven Blvd,4,G11,E,40.733106,-73.869229,G11_E
911,Woodhaven Blvd,4,J15,J,40.693879,-73.851576,J15_J
912,Woodhaven Blvd,4,G11,M,40.733106,-73.869229,G11_M
913,Woodhaven Blvd,4,G11,R,40.733106,-73.869229,G11_R
914,Woodlawn,1,401,4,40.886037,-73.878751,401_4
915,Woodside - 61 St,1,712,7,40.74563,-73.902984,712_7
916,World Trade Center,1,E01,E,40.712582,-74.009781,E01_E
917,York St,1,F18,F,40.701397,-73.986751,F18_F
918,Zerega Av,1,606,6,40.836488,-73.847036,606_6
